CustomerKey,CustomerName,CustomerCountry,CustomerCity,CustomerPostalCode,CustomerStreet,PlantKey,FullAddress,Latitude,Longitude
361,Konopelski LLC,Germany,Ludwigshafen am Rhein,67067,06838 Thompson Court,4,"06838 Thompson Court, Ludwigshafen am Rhein, 67067, Germany",49.4774018,8.4447451
362,Turner LLC,Belgium,Tournai,7504,87048 Jana Trail,4,"87048 Jana Trail, Tournai, 7504, Belgium",50.6055398,3.3880967
363,Erdman-Dibbert,Germany,Hanau,63456,78273 Delaware Lane,4,"78273 Delaware Lane, Hanau, 63456, Germany",50.104315,8.911141
364,"Hane, Lynch and Yundt",Germany,Dresden,1189,8304 Towne Drive,4,"8304 Towne Drive, Dresden, 1189, Germany",51.0504088,13.7372621
365,"Harvey, Walker and Fadel",Germany,Cottbus,3055,1589 Kingsford Place,4,"1589 Kingsford Place, Cottbus, 3055, Germany",51.7941895,14.3056705
366,"Lebsack, Adams and Conroy",Germany,Hamburg Sankt Pauli,20459,7428 Bowman Trail,4,"7428 Bowman Trail, Hamburg Sankt Pauli, 20459, Germany",53.5472987,9.9778279
367,"Raynor, Bailey and Lebsack",Germany,Essen,45356,4149 Vernon Pass,4,"4149 Vernon Pass, Essen, 45356, Germany",51.4556432,7.0115552
368,"Nikolaus, McCullough and Schimmel",Germany,Remscheid,42897,73 Waxwing Parkway,4,"73 Waxwing Parkway, Remscheid, 42897, Germany",51.1730117,7.2822788
369,"Schmeler, Miller and Barrows",Germany,Essen,45149,9913 Randy Terrace,4,"9913 Randy Terrace, Essen, 45149, Germany",51.4188047,6.9643749
370,"Hegmann, Upton and Batz",Germany,Wuppertal,42349,22774 Logan Park,4,"22774 Logan Park, Wuppertal, 42349, Germany",51.2034374,7.1301012
371,Gutmann-Braun,Belgium,Ath,7823,88875 Nevada Court,4,"88875 Nevada Court, Ath, 7823, Belgium",50.6340486,3.7727254
372,Dooley-Klein,Belgium,Bruxelles,1170,807 Dapin Hill,4,"807 Dapin Hill, Bruxelles, 1170, Belgium",50.7881573,4.4180065
373,Sipes-Grimes,Germany,Düsseldorf,40591,4243 Esker Terrace,4,"4243 Esker Terrace, Düsseldorf, 40591, Germany",51.1879547,6.8173593
374,Raynor Group,Belgium,Mons,7032,96 Monica Alley,4,"96 Monica Alley, Mons, 7032, Belgium",50.4271996,3.989666
375,Kreiger Group,Germany,Nürnberg,90451,636 Kings Parkway,4,"636 Kings Parkway, Nürnberg, 90451, Germany",49.4025357,11.0502709
376,Paucek-Ebert,Germany,Leipzig,4317,198 Macpherson Plaza,4,"198 Macpherson Plaza, Leipzig, 4317, Germany",51.3303754,12.40504
377,Russel and Sons,Germany,München,80686,7730 Del Sol Park,4,"7730 Del Sol Park, München, 80686, Germany",48.1288628,11.5089621
378,"Simonis, Ziemann and Kulas",Germany,Wuppertal,42349,373 Moulton Crossing,4,"373 Moulton Crossing, Wuppertal, 42349, Germany",51.2034374,7.1301012
379,"Skiles, Lockman and Schuppe",Germany,Wiesbaden,65191,1 Village Junction,4,"1 Village Junction, Wiesbaden, 65191, Germany",50.0897141,8.271907
380,Grant-Willms,Germany,München,81543,3 Kim Junction,4,"3 Kim Junction, München, 81543, Germany",48.1127929,11.5681872
381,"Bins, Reichel and Stracke",Germany,Köln,50733,83 Thierer Hill,4,"83 Thierer Hill, Köln, 50733, Germany",50.9648271,6.9538234
382,Heaney LLC,Germany,Mannheim,68239,6902 Hintze Terrace,4,"6902 Hintze Terrace, Mannheim, 68239, Germany",49.4637092,8.560081
383,Schoen-Hamill,Germany,Hamburg,20359,5 Oakridge Crossing,4,"5 Oakridge Crossing, Hamburg, 20359, Germany",53.5488282,9.9871703
384,Schumm Inc,Germany,Köln,51107,93031 Old Gate Center,4,"93031 Old Gate Center, Köln, 51107, Germany",50.9173381,7.0902515
385,"Skiles, Lehner and Weissnat",Germany,Berlin,10823,4 Waxwing Avenue,4,"4 Waxwing Avenue, Berlin, 10823, Germany",52.5200066,13.404954
386,Bosco LLC,Germany,Berlin,13409,77116 Hermina Pass,4,"77116 Hermina Pass, Berlin, 13409, Germany",52.5693104,13.3714743
387,"Corwin, Dickens and Klein",Germany,Duisburg,47139,11145 Sheridan Terrace,4,"11145 Sheridan Terrace, Duisburg, 47139, Germany",51.4758022,6.7112395
388,Braun-Powlowski,Germany,Augsburg,86156,85 Rigney Park,4,"85 Rigney Park, Augsburg, 86156, Germany",48.3849185,10.8436289
389,Dooley Inc,Germany,Aachen,52080,89096 John Wall Way,4,"89096 John Wall Way, Aachen, 52080, Germany",50.7925769,6.1597163
390,Bahringer-Ernser,Germany,Berlin,13409,4754 Washington Drive,4,"4754 Washington Drive, Berlin, 13409, Germany",52.5693104,13.3714743
391,O'Keefe-Schneider,Germany,Essen,45356,2451 Ridge Oak Road,4,"2451 Ridge Oak Road, Essen, 45356, Germany",51.4556432,7.0115552
392,"Hansen, Zboncak and Hermiston",Germany,Hamburg Harvestehude,20249,31 Bay Drive,4,"31 Bay Drive, Hamburg Harvestehude, 20249, Germany",53.5776266,9.9908875
393,"Hauck, Kovacek and Schuster",Germany,Cottbus,3055,7 Mayer Parkway,4,"7 Mayer Parkway, Cottbus, 3055, Germany",51.7941895,14.3056705
394,"Blick, Rodriguez and Boyle",Germany,Nürnberg,90451,73840 Ruskin Junction,4,"73840 Ruskin Junction, Nürnberg, 90451, Germany",49.4025357,11.0502709
395,Maggio and Sons,Germany,Hamburg,22559,86949 Warrior Lane,4,"86949 Warrior Lane, Hamburg, 22559, Germany",53.5830905,9.7537598
396,Ankunding Inc,Germany,Dresden,1462,86 Sunfield Court,4,"86 Sunfield Court, Dresden, 1462, Germany",51.0504088,13.7372621
397,Baumbach-Schaefer,Germany,Wuppertal,42349,06 Loftsgordon Drive,4,"06 Loftsgordon Drive, Wuppertal, 42349, Germany",51.2034374,7.1301012
398,"Vandervort, Kilback and Koepp",Germany,Bielefeld,33619,0 Schmedeman Hill,4,"0 Schmedeman Hill, Bielefeld, 33619, Germany",52.0404442,8.4770585
399,"Rodriguez, Wolff and Lubowitz",Germany,Aachen,52080,90 Killdeer Hill,4,"90 Killdeer Hill, Aachen, 52080, Germany",50.7925769,6.1597163
400,Dibbert Inc,Belgium,Charleroi,6042,2 Algoma Plaza,4,"2 Algoma Plaza, Charleroi, 6042, Belgium",50.4315612,4.4472854
401,Kling-Walker,Germany,Berlin,14109,516 Boyd Lane,4,"516 Boyd Lane, Berlin, 14109, Germany",52.415113,13.1468678
402,Stracke-Abshire,Germany,Hannover,30453,8048 Roxbury Drive,4,"8048 Roxbury Drive, Hannover, 30453, Germany",52.3758916,9.7320104
403,Ledner-Hilpert,Germany,Berlin,13409,32 Doe Crossing Crossing,4,"32 Doe Crossing Crossing, Berlin, 13409, Germany",52.5693104,13.3714743
404,Watsica Inc,Germany,Witzenhausen,37217,775 Hagan Court,4,"775 Hagan Court, Witzenhausen, 37217, Germany",51.349366,9.7730968
405,"Streich, Shanahan and Paucek",Germany,Hamburg Sankt Pauli,20459,120 Muir Crossing,4,"120 Muir Crossing, Hamburg Sankt Pauli, 20459, Germany",53.5472987,9.9778279
406,Prohaska-Lemke,Germany,Hamburg,20249,22 Stuart Center,4,"22 Stuart Center, Hamburg, 20249, Germany",53.5488282,9.9871703
407,Gottlieb-Ratke,Germany,Düsseldorf,40489,49 Amoth Trail,4,"49 Amoth Trail, Düsseldorf, 40489, Germany",51.3305246,6.7625867
408,"Waters, Kihn and Keeling",Germany,Aachen,52080,66 Caliangt Court,4,"66 Caliangt Court, Aachen, 52080, Germany",50.7925769,6.1597163
409,Mosciski Group,Germany,Mönchengladbach,41199,4454 Sunnyside Lane,4,"4454 Sunnyside Lane, Mönchengladbach, 41199, Germany",51.1329676,6.4449432
410,Klocko and Sons,Germany,Leipzig,4109,0 Brown Plaza,4,"0 Brown Plaza, Leipzig, 4109, Germany",51.3383504,12.3634475
411,Schoen-Dicki,Belgium,Bruxelles,1170,68659 Redwing Hill,4,"68659 Redwing Hill, Bruxelles, 1170, Belgium",50.8476424,4.3571696
412,Kuhic Inc,Germany,Düsseldorf,40489,59 Dunning Point,4,"59 Dunning Point, Düsseldorf, 40489, Germany",51.3305246,6.7625867
413,Toy-Grant,Germany,Rostock,18147,20287 Havey Street,4,"20287 Havey Street, Rostock, 18147, Germany",54.1463269,12.1186173
414,"Ortiz, O'Conner and Pfannerstill",Germany,Hannover,30629,66094 Dayton Street,4,"66094 Dayton Street, Hannover, 30629, Germany",52.3927372,9.8476686
415,Berge LLC,Germany,München,80804,0286 Sommers Way,4,"0286 Sommers Way, München, 80804, Germany",48.1700928,11.5776824
416,"Homenick, Lakin and Klocko",Germany,Bonn,53129,09 Grim Center,4,"09 Grim Center, Bonn, 53129, Germany",50.7074591,7.1093481
417,McLaughlin-Schuster,Belgium,Tournai,7536,26 Montana Circle,4,"26 Montana Circle, Tournai, 7536, Belgium",50.59219,3.4387783
418,Welch-Goldner,Germany,Köln,51107,95 Grasskamp Way,4,"95 Grasskamp Way, Köln, 51107, Germany",50.9173381,7.0902515
419,Zieme-Hartmann,Germany,Wiesbaden,65191,2498 Golden Leaf Center,4,"2498 Golden Leaf Center, Wiesbaden, 65191, Germany",50.0897141,8.271907
420,O'Hara and Sons,Germany,Remscheid,42897,2 Sundown Park,4,"2 Sundown Park, Remscheid, 42897, Germany",51.1730117,7.2822788
421,Monahan-Dickinson,Germany,Dortmund,44269,21 Carberry Circle,4,"21 Carberry Circle, Dortmund, 44269, Germany",51.4918437,7.5319762
422,"Fadel, Welch and Maggio",Germany,Hamburg,22041,8 Judy Crossing,4,"8 Judy Crossing, Hamburg, 22041, Germany",53.5754959,10.0807485
423,"Hessel, Shields and Bailey",Germany,Dortmund,44269,2987 Mayer Way,4,"2987 Mayer Way, Dortmund, 44269, Germany",51.4918437,7.5319762
424,Schuster-Hilll,Germany,Gelsenkirchen,45886,27 Kropf Circle,4,"27 Kropf Circle, Gelsenkirchen, 45886, Germany",51.4964248,7.1215271
425,Harvey Group,Germany,Wuppertal,42349,9481 Declaration Plaza,4,"9481 Declaration Plaza, Wuppertal, 42349, Germany",51.2034374,7.1301012
426,"Ward, Sauer and Conn",Germany,Dresden,1189,1 Banding Circle,4,"1 Banding Circle, Dresden, 1189, Germany",51.0648706,13.7528233
427,"Abbott, Hickle and Schroeder",Germany,Rostock,18147,278 Garrison Avenue,4,"278 Garrison Avenue, Rostock, 18147, Germany",54.1463269,12.1186173
428,"Bahringer, Zulauf and Will",Germany,Mainz,55124,7 West Avenue,4,"7 West Avenue, Mainz, 55124, Germany",50.0022253,8.1937267
429,Moen-Zboncak,Germany,München,80686,526 Fremont Alley,4,"526 Fremont Alley, München, 80686, Germany",48.1351253,11.5819806
430,"Schmidt, Klocko and Block",Germany,Hamburg,21037,4215 Kennedy Court,4,"4215 Kennedy Court, Hamburg, 21037, Germany",53.5488282,9.9871703
431,"Beatty, Lockman and Smitham",Germany,Halle,6126,26140 Dunning Street,4,"26140 Dunning Street, Halle, 6126, Germany",51.4953567,11.9662371
432,"Hackett, Bosco and McGlynn",Germany,Würzburg,97078,6 Moulton Trail,4,"6 Moulton Trail, Würzburg, 97078, Germany",49.7913044,9.9533548
433,Wunsch-Sipes,Germany,Heilbronn,74080,8 Melvin Crossing,4,"8 Melvin Crossing, Heilbronn, 74080, Germany",49.1376432,9.1776059
434,Schulist-Smitham,Germany,Kassel,34132,96531 Utah Pass,4,"96531 Utah Pass, Kassel, 34132, Germany",51.3127114,9.4797461
435,Turcotte-Rolfson,Germany,Kiel,24109,19868 5th Place,4,"19868 5th Place, Kiel, 24109, Germany",54.3171885,10.0477345
436,Boyle-Kunze,Belgium,Péruwelz,7604,6 Bluestem Road,4,"6 Bluestem Road, Péruwelz, 7604, Belgium",50.5474037,3.5567339
437,Barton Group,Germany,München,81679,5246 Melby Point,4,"5246 Melby Point, München, 81679, Germany",48.1440135,11.6074275
438,"Jacobs, Lockman and Tillman",Germany,Wuppertal,42349,198 Butterfield Way,4,"198 Butterfield Way, Wuppertal, 42349, Germany",51.2034374,7.1301012
439,Terry Group,Germany,Hamburg Winterhude,22303,5939 Macpherson Lane,4,"5939 Macpherson Lane, Hamburg Winterhude, 22303, Germany",53.5910631,10.0260615
440,Funk-Kuphal,Belgium,Namur,5100,57027 Oak Valley Alley,4,"57027 Oak Valley Alley, Namur, 5100, Belgium",50.4198861,4.9246444
441,"Lueilwitz, Ondricka and Altenwerth",Germany,Nürnberg,90411,562 Shoshone Park,4,"562 Shoshone Park, Nürnberg, 90411, Germany",49.4641265,11.0931205
442,"Jerde, Marquardt and Hamill",Germany,Düsseldorf,40225,56 Nevada Hill,4,"56 Nevada Hill, Düsseldorf, 40225, Germany",51.1974375,6.7898817
443,"Lowe, Kirlin and Lakin",Germany,Wuppertal,42349,635 Barby Alley,4,"635 Barby Alley, Wuppertal, 42349, Germany",51.2034374,7.1301012
444,Lindgren Group,Germany,Berlin,12437,2678 Pine View Plaza,4,"2678 Pine View Plaza, Berlin, 12437, Germany",52.5200066,13.404954
445,West-VonRueden,Germany,München,80337,3 Blackbird Alley,4,"3 Blackbird Alley, München, 80337, Germany",48.1373246,11.5711203
446,Bailey-Quigley,Germany,Lübeck,23568,130 Heffernan Place,4,"130 Heffernan Place, Lübeck, 23568, Germany",53.903083,10.7533775
447,"Stiedemann, Nader and Kunde",Germany,Halle,6116,9 Glacier Hill Parkway,4,"9 Glacier Hill Parkway, Halle, 6116, Germany",51.4953567,11.9662371
448,"Koelpin, Nicolas and Strosin",Germany,Berlin,14109,8375 Sachtjen Plaza,4,"8375 Sachtjen Plaza, Berlin, 14109, Germany",52.415113,13.1468678
449,Dicki-Goodwin,Germany,Frankfurt am Main,60549,590 Bashford Avenue,4,"590 Bashford Avenue, Frankfurt am Main, 60549, Germany",50.041381,8.5800547
450,Ziemann-Murray,Germany,Dresden,1462,3059 Carberry Terrace,4,"3059 Carberry Terrace, Dresden, 1462, Germany",51.0504088,13.7372621
451,Lakin and Sons,Germany,Würzburg,97078,66 Cottonwood Hill,4,"66 Cottonwood Hill, Würzburg, 97078, Germany",49.8180135,9.9637931
452,Luettgen-Nikolaus,Germany,Hamburg Harvestehude,20249,163 Hayes Circle,4,"163 Hayes Circle, Hamburg Harvestehude, 20249, Germany",53.5900195,9.9897946
453,"Orn, Konopelski and Brekke",Germany,Chemnitz,9116,320 Manufacturers Hill,4,"320 Manufacturers Hill, Chemnitz, 9116, Germany",50.8290179,12.872972
454,McCullough-Purdy,Germany,Augsburg,86156,96 Golf View Circle,4,"96 Golf View Circle, Augsburg, 86156, Germany",48.3920947,10.8553557
455,Skiles and Sons,Belgium,Bruxelles,1050,68074 Farmco Court,4,"68074 Farmco Court, Bruxelles, 1050, Belgium",50.8235717,4.3766927
456,Paucek LLC,Germany,Münster,48161,52 Anderson Place,4,"52 Anderson Place, Münster, 48161, Germany",51.9601912,7.5468477
457,"Boyer, Little and Quigley",Belgium,Tournai,7504,9 Dexter Pass,4,"9 Dexter Pass, Tournai, 7504, Belgium",50.585206,3.3300918
458,Stoltenberg-Crooks,Germany,Rostock,18147,360 Harbort Parkway,4,"360 Harbort Parkway, Rostock, 18147, Germany",54.1463269,12.1186173
459,"Hermiston, Schultz and Hettinger",Germany,Hannover,30453,65 Redwing Junction,4,"65 Redwing Junction, Hannover, 30453, Germany",52.3723858,9.6890537
460,Little-Hintz,Germany,Hamm,59071,2050 Susan Avenue,4,"2050 Susan Avenue, Hamm, 59071, Germany",51.6813704,7.9085254
461,West LLC,Germany,Erfurt,99089,4452 Lakeland Crossing,4,"4452 Lakeland Crossing, Erfurt, 99089, Germany",50.9977219,11.0137723
462,Treutel Inc,Germany,Berlin,14199,26 Iowa Pass,4,"26 Iowa Pass, Berlin, 14199, Germany",52.4767935,13.2962036
463,Brekke-Smith,Belgium,Tournai,7536,0154 Buena Vista Road,4,"0154 Buena Vista Road, Tournai, 7536, Belgium",50.59219,3.4387783
464,"Keeling, Crist and Gislason",Belgium,Antwerpen,2170,36311 Prentice Way,4,"36311 Prentice Way, Antwerpen, 2170, Belgium",51.2213404,4.4051485
465,"Tillman, Lindgren and Kohler",Germany,Ludwigshafen am Rhein,67067,72378 Oneill Pass,4,"72378 Oneill Pass, Ludwigshafen am Rhein, 67067, Germany",49.4603474,8.402137
466,"Mraz, Kemmer and Huels",Germany,Wetzlar,35581,9 Hoard Alley,4,"9 Hoard Alley, Wetzlar, 35581, Germany",50.5487974,8.5763725
467,Lynch Group,Belgium,Bouillon,6834,7542 Havey Plaza,4,"7542 Havey Plaza, Bouillon, 6834, Belgium",49.8417042,5.1214901
468,Nader and Sons,Belgium,Momignies,6594,384 Milwaukee Way,4,"384 Milwaukee Way, Momignies, 6594, Belgium",50.0109884,4.1638985
469,Casper and Sons,Germany,Wetzlar,35581,232 Kinsman Hill,4,"232 Kinsman Hill, Wetzlar, 35581, Germany",50.5487974,8.5763725
470,Macejkovic LLC,Germany,Leipzig,4317,25 Manitowish Place,4,"25 Manitowish Place, Leipzig, 4317, Germany",51.3396955,12.3730747
471,Emmerich and Sons,Germany,Düsseldorf,40215,63 Bunting Crossing,4,"63 Bunting Crossing, Düsseldorf, 40215, Germany",51.2149435,6.7825598
472,"Konopelski, Schowalter and Koelpin",Germany,Hamburg,22453,5 Norway Maple Court,4,"5 Norway Maple Court, Hamburg, 22453, Germany",53.8948813,9.5169277
473,Connelly LLC,Belgium,Mons,7032,66 Bay Circle,4,"66 Bay Circle, Mons, 7032, Belgium",50.4271996,3.989666
474,Kub-Hahn,Germany,Berlin,12169,4 Anniversary Pass,4,"4 Anniversary Pass, Berlin, 12169, Germany",52.4555293,13.339803
475,Nolan-Rippin,Germany,Hamburg Sankt Pauli,20459,0 Hazelcrest Crossing,4,"0 Hazelcrest Crossing, Hamburg Sankt Pauli, 20459, Germany",53.5508628,9.9699353
476,"Rutherford, Ullrich and Bednar",Germany,Düsseldorf,40489,25005 Harbort Hill,4,"25005 Harbort Hill, Düsseldorf, 40489, Germany",51.2670497,6.7865798
477,"Breitenberg, Mraz and Friesen",Germany,Augsburg,86156,2 Sugar Point,4,"2 Sugar Point, Augsburg, 86156, Germany",48.3920947,10.8553557
478,Hintz-Purdy,Germany,Stuttgart Stuttgart-Mitte,70180,6127 Tennessee Court,4,"6127 Tennessee Court, Stuttgart Stuttgart-Mitte, 70180, Germany",48.7791249,9.1800904
479,Schaefer Inc,Germany,Dillenburg,35687,01197 Manitowish Pass,4,"01197 Manitowish Pass, Dillenburg, 35687, Germany",50.7218455,8.3073813
480,Jaskolski-Quigley,Belgium,Bruxelles,1170,7476 Twin Pines Lane,4,"7476 Twin Pines Lane, Bruxelles, 1170, Belgium",50.7881573,4.4180065
481,Lesch-Carter,Germany,Kiel,24109,96876 Graedel Park,4,"96876 Graedel Park, Kiel, 24109, Germany",54.3171885,10.0477345
482,Trantow and Sons,Germany,Köln,51107,87394 Knutson Lane,4,"87394 Knutson Lane, Köln, 51107, Germany",50.9173381,7.0902515
483,Hilpert Inc,Germany,Berlin,12103,47664 Waxwing Place,4,"47664 Waxwing Place, Berlin, 12103, Germany",52.5200066,13.404954
484,"Hauck, Keebler and Pfeffer",Belgium,Tournai,7504,417 Chive Lane,4,"417 Chive Lane, Tournai, 7504, Belgium",50.585206,3.3300918
485,Towne Group,Germany,Osnabrück,49082,72 Prairieview Plaza,4,"72 Prairieview Plaza, Osnabrück, 49082, Germany",52.2415583,8.0495294
486,"Bergnaum, Purdy and Bins",Germany,Hamburg,22559,0 Melby Alley,4,"0 Melby Alley, Hamburg, 22559, Germany",53.5830905,9.7537598
487,Murazik-Keebler,Germany,Heilbronn,74080,0 Barby Street,4,"0 Barby Street, Heilbronn, 74080, Germany",49.1376432,9.1776059
488,Zieme Group,Germany,München,80686,19278 Esker Point,4,"19278 Esker Point, München, 80686, Germany",48.1288628,11.5089621
489,"Moore, Homenick and Glover",Germany,Hamburg Sankt Pauli,20459,9792 Meadow Vale Plaza,4,"9792 Meadow Vale Plaza, Hamburg Sankt Pauli, 20459, Germany",53.5472987,9.9778279
490,Zboncak-Dare,Germany,Hanau,63456,555 Jackson Park,4,"555 Jackson Park, Hanau, 63456, Germany",50.104315,8.911141
492,"Satterfield, Wuckert and Anderson",France,Bressuire,79309 CEDEX,40 Farragut Parkway,6,"40 Farragut Parkway, Bressuire, 79309 CEDEX, France",46.84246,-0.492866
493,"Roberts, Bergnaum and Metz",Sweden,Luleå,973 41,2 Pennsylvania Center,8,"2 Pennsylvania Center, Luleå, 973 41, Sweden",65.584819,22.1567026
494,Heidenreich-Balistreri,Poland,Żurowa,38-323,8 Iowa Way,5,"8 Iowa Way, Żurowa, 38-323, Poland",49.8300103,21.143846
495,Renner Group,Poland,Dobra,72-210,044 Sommers Avenue,5,"044 Sommers Avenue, Dobra, 72-210, Poland",53.5845867,15.3116898
496,"Carroll, Kub and Lakin",France,Marseille,13382 CEDEX 13,82 Beilfuss Center,6,"82 Beilfuss Center, Marseille, 13382 CEDEX 13, France",43.3025742,5.3690743
497,"Douglas, Krajcik and Lindgren",Norway,Larvik,3260,56 Hermina Road,8,"56 Hermina Road, Larvik, 3260, Norway",59.0538363,10.0295463
498,Friesen-Kautzer,Sweden,Örebro,702 21,3 Reinke Alley,8,"3 Reinke Alley, Örebro, 702 21, Sweden",59.2278562,15.2613386
499,D'Amore-Roberts,Czech Republic,Jablonec nad Nisou,466 01,030 Warbler Crossing,5,"030 Warbler Crossing, Jablonec nad Nisou, 466 01, Czech Republic",50.7193517,15.1765093
500,Hahn Group,Czech Republic,Liběšice,506 01,4 Thierer Circle,5,"4 Thierer Circle, Liběšice, 506 01, Czech Republic",50.3448824,15.3606459
502,Breitenberg Group,Netherlands,Hoorn,1624,5 Katie Avenue,4,"5 Katie Avenue, Hoorn, 1624, Netherlands",52.6423654,5.0602124
503,Larkin-Murazik,Poland,Dębowa Łąka,87-207,981 Bayside Pass,5,"981 Bayside Pass, Dębowa Łąka, 87-207, Poland",53.2526281,19.0974276
504,Pollich-Kuphal,Sweden,Simrishamn,272 24,2 Shelley Park,8,"2 Shelley Park, Simrishamn, 272 24, Sweden",55.5573959,14.3489651
506,"Okuneva, Russel and O'Keefe",Sweden,Täby,183 55,400 Clyde Gallagher Circle,8,"400 Clyde Gallagher Circle, Täby, 183 55, Sweden",59.4291534,18.0684457
507,"Fay, Senger and Rau",Croatia,Stari Grad,21460,5 Victoria Road,6,"5 Victoria Road, Stari Grad, 21460, Croatia",43.1839958,16.5992505
508,"Brakus, Waters and Labadie",Lithuania,Telsiai,87001,5 Northfield Terrace,8,"5 Northfield Terrace, Telsiai, 87001, Lithuania",55.9833874,22.2503539
509,King Inc,Czech Republic,Morávka,739 04,70048 Boyd Plaza,5,"70048 Boyd Plaza, Morávka, 739 04, Czech Republic",49.5958178,18.5189892
510,Lynch-Kiehn,Sweden,Norberg,738 23,048 Tony Pass,8,"048 Tony Pass, Norberg, 738 23, Sweden",60.065042,15.923796
511,"Powlowski, Spencer and Raynor",Sweden,Skurup,274 34,21 Prairieview Terrace,8,"21 Prairieview Terrace, Skurup, 274 34, Sweden",55.4763949,13.5019331
512,Shanahan Inc,Sweden,Falkenberg,311 35,794 Shopko Plaza,8,"794 Shopko Plaza, Falkenberg, 311 35, Sweden",56.9096602,12.4888867
513,"Wilderman, Homenick and Kuvalis",Poland,Grabica,97-306,9 Brickson Park Park,5,"9 Brickson Park Park, Grabica, 97-306, Poland",51.4486694,19.5773682
514,Walter Group,France,Grenoble,38066 CEDEX 2,8 Lake View Parkway,6,"8 Lake View Parkway, Grenoble, 38066 CEDEX 2, France",45.188529,5.724524
515,Kemmer-Pouros,Sweden,Gävle,801 38,28107 Mandrake Parkway,8,"28107 Mandrake Parkway, Gävle, 801 38, Sweden",60.6748796,17.1412726
517,"Willms, Lockman and Larkin",France,Saint-Laurent-Blangy,62055 CEDEX,1429 Helena Street,6,"1429 Helena Street, Saint-Laurent-Blangy, 62055 CEDEX, France",50.300542,2.801689
518,"Hand, Turner and Sporer",Finland,Leppävirta,79101,3417 Caliangt Drive,8,"3417 Caliangt Drive, Leppävirta, 79101, Finland",62.4917052,27.7880216
519,Lang-Okuneva,France,Paris 16,75784 CEDEX 16,1 Pearson Drive,6,"1 Pearson Drive, Paris 16, 75784 CEDEX 16, France",48.85816,2.2748917
520,Parker-Bradtke,Croatia,Komiža,21485,515 Mcguire Pass,6,"515 Mcguire Pass, Komiža, 21485, Croatia",43.0444596,16.0917932
521,"Purdy, Hermann and Macejkovic",Italy,Roma,128,76925 Knutson Park,6,"76925 Knutson Park, Roma, 128, Italy",41.8967068,12.4822025
523,Donnelly Group,Croatia,Horvati,10436,509 Jackson Center,6,"509 Jackson Center, Horvati, 10436, Croatia",45.7176062,15.814821
524,Kuvalis-Rogahn,Netherlands,Utrecht (stad),3560,05995 Artisan Lane,4,"05995 Artisan Lane, Utrecht (stad), 3560, Netherlands",52.0907374,5.1214201
525,Koelpin-Pouros,Finland,Hankasalmi,41521,328 Ridge Oak Alley,8,"328 Ridge Oak Alley, Hankasalmi, 41521, Finland",62.3894407,26.4361327
526,McClure-Williamson,Croatia,Žrnovnica,21251,2628 Mariners Cove Point,6,"2628 Mariners Cove Point, Žrnovnica, 21251, Croatia",43.5295279,16.5937658
527,"Johns, Wilderman and Abernathy",Sweden,Ulricehamn,523 32,18629 Grover Circle,8,"18629 Grover Circle, Ulricehamn, 523 32, Sweden",57.7841841,13.4183284
528,Medhurst LLC,France,Bagneux,92224 CEDEX,46 Gulseth Avenue,6,"46 Gulseth Avenue, Bagneux, 92224 CEDEX, France",48.796696,2.31002
529,Walsh-Bergstrom,Czech Republic,Teplice,415 01,685 Redwing Trail,5,"685 Redwing Trail, Teplice, 415 01, Czech Republic",50.640985,13.8275678
530,Kuhic-Beier,France,Lille,59002 CEDEX,7976 South Place,6,"7976 South Place, Lille, 59002 CEDEX, France",50.62925,3.057256
531,Bosco and Sons,France,Bar-le-Duc,55013 CEDEX,7 6th Junction,6,"7 6th Junction, Bar-le-Duc, 55013 CEDEX, France",48.773605,5.158238
532,"Hilpert, Mosciski and Feest",Sweden,Torsås,385 30,76125 Declaration Drive,8,"76125 Declaration Drive, Torsås, 385 30, Sweden",56.412767,16.0115323
533,Hoeger-Blick,Sweden,Mora,792 52,03 Banding Plaza,8,"03 Banding Plaza, Mora, 792 52, Sweden",61.0180334,14.6053692
534,Mohr Inc,France,Boulogne-Billancourt,92511 CEDEX,2 5th Hill,6,"2 5th Hill, Boulogne-Billancourt, 92511 CEDEX, France",48.8396952,2.2399123
535,Ratke Inc,France,Lyon,69339 CEDEX 02,4805 Kennedy Road,6,"4805 Kennedy Road, Lyon, 69339 CEDEX 02, France",45.764043,4.835659
536,Hilll Inc,Poland,Garbów,21-080,9 Judy Terrace,5,"9 Judy Terrace, Garbów, 21-080, Poland",51.355095,22.3293657
537,Kuvalis-Little,France,Thionville,57119 CEDEX,5985 Fair Oaks Trail,6,"5985 Fair Oaks Trail, Thionville, 57119 CEDEX, France",49.357328,6.1685835
538,Sauer Group,Poland,Kramarzówka,37-560,384 Packers Junction,5,"384 Packers Junction, Kramarzówka, 37-560, Poland",49.8602272,22.5025761
539,Terry-Runolfsdottir,Sweden,Osby,283 45,53 West Crossing,8,"53 West Crossing, Osby, 283 45, Sweden",56.3815355,13.9929413
540,Becker LLC,France,Amiens,80004 CEDEX 1,741 Old Shore Parkway,6,"741 Old Shore Parkway, Amiens, 80004 CEDEX 1, France",49.894067,2.295753
541,Stiedemann Inc,Croatia,Tučepi,21325,41 Anhalt Center,6,"41 Anhalt Center, Tučepi, 21325, Croatia",43.285793,17.0893798
